Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
EPX,Travel Agency,Online,Others,14,Others,10.0,0.0,36,0
Others,Travel Agency,Online,Others,9,Others,26.0,16.9,28,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,82,Others,83.0,0.0,36,0
Others,Airlines,Online,Others,22,Others,26.0,9.1,29,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,14,Others,20.0,0.0,40,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,54,Others,72.0,0.0,28,0
Others,Airlines,Online,Others,53,Others,31.0,12.4,118,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,146,Others,20.0,0.0,36,0
Others,Airlines,Online,Others,8,Others,22.0,7.7,49,0
Others,Airlines,Online,Others,57,Others,35.0,12.25,72,0
Others,Airlines,Online,Others,20,Others,26.0,9.1,26,0
EPX,Travel Agency,Online,Others,3,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,42,Others,78.0,0.0,37,0
EPX,Travel Agency,Online,Others,5,Others,24.0,0.0,36,0
Others,Airlines,Online,Others,24,Others,39.0,15.6,118,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,Others,39.6,23.76,45,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,Others,29.7,17.82,42,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,13,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,7,SINGAPORE,10.0,0.0,26,0
C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,29.5,7.38,29,0
EPX,Travel Agency,Online,Others,19,Others,36.0,0.0,36,0
EPX,Travel Agency,Online,Others,17,Others,11.0,0.0,36,0
EPX,Travel Agency,Online,Others,5,Others,18.0,0.0,38,0
Others,Airlines,Online,Others,9,Others,22.0,7.7,35,0
EPX,Travel Agency,Online,Others,67,Others,40.0,0.0,36,0
EPX,Travel Agency,Online,Others,37,Others,20.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,16,Others,138.6,83.16,42,0
EPX,Travel Agency,Online,Others,127,Others,15.0,0.0,36,0
EPX,Travel Agency,Online,Others,36,Others,18.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,12,Others,60.0,0.0,30,0
EPX,Travel Agency,Online,Others,5,Others,28.0,0.0,36,0
EPX,Travel Agency,Online,Others,46,SINGAPORE,32.0,0.0,36,0
C2B,Airlines,Online,Bronze Plan,32,SINGAPORE,35.5,8.88,33,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,3,Others,20.0,0.0,36,0
Others,Airlines,Online,Others,18,Others,31.0,12.4,118,0
EPX,Travel Agency,Online,Others,67,Others,71.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,11,Others,45.0,0.0,36,0
EPX,Travel Agency,Online,Others,18,Others,45.0,0.0,36,0
EPX,Travel Agency,Online,Others,3,Others,10.0,0.0,58,0
EPX,Travel Agency,Online,Others,77,Others,10.0,0.0,30,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,Others,19.8,11.88,31,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,16,Others,0.0,23.76,59,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,10,Others,0.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,45,Others,9.9,5.94,32,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,22,Others,79.2,47.52,31,0
C2B,Airlines,Online,Bronze Plan,41,SINGAPORE,80.6,20.15,37,0
Others,Airlines,Online,Others,6,Others,26.0,9.1,60,0
EPX,Travel Agency,Online,Others,100,Others,56.0,0.0,36,0
Others,Airlines,Online,Others,37,Others,22.0,7.7,66,0
Others,Airlines,Online,Others,21,SINGAPORE,1.93,0.54,48,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,Others,29.7,17.82,63,0
EPX,Travel Agency,Online,Others,6,Others,20.0,0.0,30,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,193,Others,277.2,166.32,65,0
Others,Travel Agency,Online,Others,5,Others,25.0,16.25,37,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,48,Others,74.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,73,Others,21.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,16,Others,34.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,51,Others,59.4,35.64,61,0
EPX,Travel Agency,Online,Others,21,Others,24.0,0.0,36,0
EPX,Travel Agency,Online,Others,17,Others,22.0,0.0,35,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,18,Others,20.0,0.0,36,0
Others,Airlines,Online,Others,21,Others,26.0,9.1,33,0
C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,27.0,6.75,24,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,6,Others,43.0,0.0,35,0
EPX,Travel Agency,Online,Others,45,Others,12.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,47,Others,112.0,0.0,40,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,4,SINGAPORE,50.0,0.0,29,0
EPX,Travel Agency,Online,Others,12,Others,21.0,0.0,43,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,253,Others,0.0,77.22,34,0
EPX,Travel Agency,Online,Others,39,Others,72.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,71,Others,29.7,17.82,28,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,40,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,75,Others,59.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,20,Others,46.0,0.0,36,1
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,100,Others,108.9,65.34,37,0
EPX,Travel Agency,Online,Others,7,Others,80.0,0.0,36,0
EPX,Travel Agency,Online,Others,44,Others,10.0,0.0,20,0
EPX,Travel Agency,Online,Others,37,Others,27.0,0.0,36,0
Others,Airlines,Online,Others,23,Others,26.0,9.1,44,0
Others,Airlines,Online,Others,12,Others,10.74,3.76,48,0
Others,Airlines,Online,Others,25,Others,18.0,6.3,29,0
EPX,Travel Agency,Online,Others,21,Others,80.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,83,Others,70.0,0.0,36,0
EPX,Travel Agency,Online,Others,3,Others,20.0,0.0,26,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,14,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,80,Others,10.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,4,Others,31.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,8,Others,20.0,0.0,31,0
C2B,Airlines,Online,Silver Plan,31,SINGAPORE,84.5,21.13,25,0
Others,Travel Agency,Online,Others,5,Others,25.0,16.25,30,1
EPX,Travel Agency,Online,Others,33,Others,40.0,0.0,26,0
EPX,Travel Agency,Online,Others,44,SINGAPORE,15.0,0.0,36,0
EPX,Travel Agency,Online,Others,133,Others,28.0,0.0,36,0
EPX,Travel Agency,Online,Others,13,Others,78.0,0.0,35,0
EPX,Travel Agency,Online,Others,6,Others,26.0,0.0,36,0
EPX,Travel Agency,Online,Others,12,Others,38.0,0.0,36,0
C2B,Airlines,Online,Silver Plan,8,SINGAPORE,53.95,13.49,62,0
EPX,Travel Agency,Online,Others,143,Others,58.0,0.0,36,0
EPX,Travel Agency,Online,Others,18,Others,22.0,0.0,36,0
Others,Airlines,Online,Others,34,Others,0.0,38.15,54,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,20,Others,19.8,11.88,56,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,20,Others,41.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,Others,39.6,23.76,47,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,56,Others,20.0,0.0,32,0
Others,Airlines,Online,Others,7,Others,35.0,12.25,36,0
EPX,Travel Agency,Online,Others,5,Others,19.0,0.0,36,0
Others,Airlines,Online,Others,82,Others,181.0,63.35,25,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,105,Others,47.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,73,Others,20.0,0.0,35,0
Others,Airlines,Online,Others,29,Others,18.0,6.3,31,0
Others,Airlines,Online,Others,76,Others,42.0,14.7,44,0
EPX,Travel Agency,Online,Others,70,Others,26.0,0.0,36,0
EPX,Travel Agency,Online,Others,77,Others,80.0,0.0,58,0
C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,27.0,6.75,33,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,Others,69.3,41.58,29,0
Others,Airlines,Online,Others,80,Others,26.0,9.1,30,0
Others,Airlines,Online,Others,1,Others,31.0,12.4,118,0
C2B,Airlines,Online,Bronze Plan,22,SINGAPORE,21.0,5.25,21,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,Others,9.9,5.94,35,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,16,Others,0.0,59.4,31,0
EPX,Travel Agency,Online,Others,15,Others,51.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,67,Others,59.4,35.64,57,0
C2B,Airlines,Online,Silver Plan,9,SINGAPORE,41.5,10.38,37,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,Others,69.3,41.58,43,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,51,Others,88.0,0.0,44,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,116,Others,30.0,0.0,39,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,10,Others,45.0,0.0,36,0
Others,Airlines,Online,Others,27,Others,22.0,7.7,58,0
C2B,Airlines,Online,Silver Plan,21,SINGAPORE,72.0,18.0,47,1
Others,Airlines,Online,Others,23,Others,26.0,9.1,52,0
Others,Airlines,Online,Others,13,Others,22.0,7.7,45,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,19,Others,30.0,0.0,30,0
EPX,Travel Agency,Online,Others,6,Others,10.0,0.0,36,0
EPX,Travel Agency,Online,Others,32,Others,12.0,0.0,37,0
EPX,Travel Agency,Online,Others,62,Others,22.0,0.0,36,0
EPX,Travel Agency,Online,Others,19,Others,13.0,0.0,28,0
C2B,Airlines,Online,Silver Plan,6,SINGAPORE,18.5,4.63,22,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,59,Others,28.0,0.0,36,0
EPX,Travel Agency,Online,Others,2,Others,10.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,71,Others,39.6,23.76,25,0
EPX,Travel Agency,Online,Others,5,Others,80.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,Others,19.8,11.88,52,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,Others,0.0,35.64,42,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,8,Others,23.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,38,Others,41.0,0.0,36,0
EPX,Travel Agency,Online,Others,41,Others,11.0,0.0,31,0
EPX,Travel Agency,Online,Others,3,Others,17.0,0.0,47,0
Others,Airlines,Online,Others,6,Others,18.0,6.3,46,0
EPX,Travel Agency,Online,Others,7,Others,16.0,0.0,36,0
EPX,Travel Agency,Online,Others,68,Others,28.0,0.0,36,0
EPX,Travel Agency,Online,Others,50,Others,12.0,0.0,36,0
EPX,Travel Agency,Online,Others,13,Others,11.0,0.0,36,0
C2B,Airlines,Online,Annual Silver Plan,371,SINGAPORE,216.0,54.0,57,0
EPX,Travel Agency,Online,Others,72,Others,10.0,0.0,36,0
EPX,Travel Agency,Online,Others,34,Others,10.0,0.0,45,0
C2B,Airlines,Online,Silver Plan,199,SINGAPORE,33.5,8.38,37,0
C2B,Airlines,Online,Silver Plan,6,SINGAPORE,22.5,5.63,57,0
EPX,Travel Agency,Online,Others,11,Others,11.0,0.0,37,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,134,Others,20.0,0.0,40,0
EPX,Travel Agency,Online,Others,53,Others,25.0,0.0,36,0
EPX,Travel Agency,Online,Others,11,Others,70.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,22,Others,108.9,65.34,27,0
C2B,Airlines,Online,Bronze Plan,34,SINGAPORE,17.5,4.38,42,0
C2B,Airlines,Online,Annual Silver Plan,368,SINGAPORE,201.0,50.25,65,0
C2B,Airlines,Online,Others,16,SINGAPORE,103.5,25.88,31,0
EPX,Travel Agency,Online,Others,9,SINGAPORE,11.0,0.0,36,0
C2B,Airlines,Online,Bronze Plan,119,SINGAPORE,202.0,50.5,23,0
Others,Travel Agency,Offline,Others,40,Others,30.0,10.5,32,0
EPX,Travel Agency,Online,Others,23,Others,68.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,64,Others,35.0,0.0,36,0
EPX,Travel Agency,Online,Others,34,Others,20.0,0.0,27,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,57,Others,101.0,0.0,36,0
C2B,Airlines,Online,Bronze Plan,53,SINGAPORE,20.0,5.0,78,0
EPX,Travel Agency,Online,Others,48,Others,31.0,0.0,36,0
C2B,Airlines,Online,Silver Plan,50,SINGAPORE,72.0,18.0,31,0
EPX,Travel Agency,Online,Others,42,Others,10.0,0.0,38,0
Others,Travel Agency,Offline,Others,17,Others,30.0,10.5,27,0
Others,Airlines,Online,Others,162,Others,35.0,12.25,27,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,4,Others,31.0,0.0,36,0
Others,Airlines,Online,Others,59,Others,184.0,73.6,118,0
EPX,Travel Agency,Online,Others,72,SINGAPORE,80.0,0.0,20,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,18,Others,49.5,29.7,53,0
C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,26.5,6.63,29,0
EPX,Travel Agency,Online,Others,4,Others,10.0,0.0,53,0
EPX,Travel Agency,Online,Others,63,Others,12.0,0.0,36,0
EPX,Travel Agency,Online,Others,2,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,52,SINGAPORE,50.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,27,Others,59.4,35.64,43,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,30,Others,39.6,23.76,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,49,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,139,Others,71.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39,Others,29.7,17.82,30,0
EPX,Travel Agency,Online,Others,10,Others,22.0,0.0,36,0
Others,Airlines,Online,Others,23,Others,62.43,21.85,48,0
C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,187.85,46.96,26,1
EPX,Travel Agency,Online,Others,20,Others,40.0,0.0,36,0
EPX,Travel Agency,Online,Others,14,Others,25.0,0.0,36,0
C2B,Airlines,Online,Silver Plan,4,SINGAPORE,27.0,6.75,22,0
Others,Airlines,Online,Others,9,Others,33.0,11.55,38,0
EPX,Travel Agency,Online,Others,5,SINGAPORE,13.0,0.0,31,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,36,Others,20.0,0.0,27,0
EPX,Travel Agency,Online,Others,11,Others,19.0,0.0,32,0
C2B,Airlines,Online,Bronze Plan,29,SINGAPORE,0.0,8.0,36,0
EPX,Travel Agency,Online,Others,4,SINGAPORE,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,3,Others,16.0,0.0,51,0
EPX,Travel Agency,Online,Others,168,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,3,Others,29.0,0.0,36,0
C2B,Airlines,Online,Bronze Plan,24,SINGAPORE,72.0,18.0,39,0
Others,Travel Agency,Online,Others,37,Others,109.0,41.42,48,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,Others,39.6,23.76,55,0
EPX,Travel Agency,Online,Others,44,Others,23.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,26,Others,104.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,8,Others,112.0,0.0,36,0
EPX,Travel Agency,Online,Others,252,Others,79.0,0.0,36,0
EPX,Travel Agency,Online,Others,23,Others,11.0,0.0,47,0
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,33.5,8.38,33,0
Others,Travel Agency,Online,Others,52,Others,147.0,55.86,48,0
Others,Airlines,Online,Others,1,Others,15.0,6.0,41,0
Others,Airlines,Online,Others,12,Others,69.0,24.15,31,0
C2B,Airlines,Online,Silver Plan,10,SINGAPORE,46.9,11.72,42,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,6,Others,25.0,0.0,41,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,149,Others,59.4,35.64,40,0
Others,Travel Agency,Online,Others,104,Others,38.0,14.44,48,0
EPX,Travel Agency,Online,Others,36,Others,14.0,0.0,36,0
EPX,Travel Agency,Online,Others,2,Others,10.0,0.0,36,0
Others,Airlines,Online,Others,7,Others,26.0,9.1,35,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,35,Others,39.6,23.76,35,0
Others,Airlines,Online,Others,38,Others,18.0,6.3,53,0
EPX,Travel Agency,Online,Others,1,Others,20.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,Others,39.6,23.76,58,0
Others,Airlines,Online,Others,22,Others,31.0,12.4,118,0
Others,Airlines,Online,Others,13,SINGAPORE,11.74,3.29,48,0
C2B,Airlines,Online,Silver Plan,3,SINGAPORE,20.5,5.13,54,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,Others,49.5,29.7,31,0
EPX,Travel Agency,Online,Others,90,Others,22.0,0.0,25,0
Others,Airlines,Online,Others,7,Others,35.0,12.25,30,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,19,Others,20.0,0.0,50,0
C2B,Airlines,Online,Silver Plan,12,SINGAPORE,22.5,5.63,54,0
EPX,Travel Agency,Online,Others,43,Others,27.0,0.0,36,0
Others,Airlines,Online,Others,11,Others,18.0,6.3,27,0
EPX,Travel Agency,Online,Others,7,Others,20.0,0.0,34,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,Others,39.6,23.76,31,0
EPX,Travel Agency,Online,Others,2,Others,10.0,0.0,35,0
EPX,Travel Agency,Online,Others,7,Others,57.0,0.0,50,0
EPX,Travel Agency,Online,Others,3,Others,10.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,52,Others,49.5,29.7,31,0
EPX,Travel Agency,Online,Others,118,Others,30.0,0.0,36,0
Others,Airlines,Online,Others,157,Others,26.0,9.1,64,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,65,Others,20.0,0.0,28,0
EPX,Travel Agency,Online,Others,48,Others,10.0,0.0,45,0
C2B,Airlines,Online,Silver Plan,272,SINGAPORE,39.0,9.75,21,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,19,Others,22.0,0.0,36,0
Others,Airlines,Online,Others,92,Others,18.26,6.39,48,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,Others,19.8,11.88,60,0
Others,Airlines,Offline,Others,1,SINGAPORE,0.0,0.02,118,0
EPX,Travel Agency,Online,Others,77,Others,36.0,0.0,35,0
EPX,Travel Agency,Online,Others,24,Others,27.0,0.0,36,0
EPX,Travel Agency,Online,Others,40,SINGAPORE,10.0,0.0,22,0
EPX,Travel Agency,Online,Others,152,Others,77.0,0.0,25,0
EPX,Travel Agency,Online,Others,4,Others,10.0,0.0,36,0
EPX,Travel Agency,Online,Others,17,Others,13.0,0.0,36,0
C2B,Airlines,Online,Others,365,SINGAPORE,278.85,69.71,33,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,Others,79.2,47.52,53,0
Others,Airlines,Online,Others,156,Others,110.0,38.5,33,0
Others,Airlines,Online,Others,12,Others,19.07,6.67,48,0
EPX,Travel Agency,Online,Others,55,Others,0.0,0.0,36,0
EPX,Travel Agency,Online,Others,52,Others,30.0,0.0,36,0
EPX,Travel Agency,Online,Others,92,Others,18.0,0.0,59,0
EPX,Travel Agency,Online,Others,13,SINGAPORE,20.0,0.0,36,0
Others,Airlines,Online,Others,59,SINGAPORE,9.13,2.56,48,0
EPX,Travel Agency,Online,Others,60,Others,50.0,0.0,36,0
EPX,Travel Agency,Online,Others,2,Others,10.0,0.0,36,0
C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,40.0,10.0,47,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,227,Others,20.0,0.0,63,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,Others,29.7,17.82,57,0
EPX,Travel Agency,Online,Others,3,SINGAPORE,30.0,0.0,36,0
Others,Airlines,Online,Others,107,Others,23.0,9.2,64,0
Others,Airlines,Online,Others,29,SINGAPORE,13.36,3.75,48,0
C2B,Airlines,Online,Others,10,SINGAPORE,0.0,10.63,71,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,31,Others,44.0,0.0,36,0
C2B,Airlines,Online,Bronze Plan,76,SINGAPORE,27.0,6.75,53,0
Others,Airlines,Online,Others,63,Others,22.0,7.7,51,0
Others,Airlines,Online,Others,14,Others,51.0,17.85,118,0
C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,60.0,15.0,49,0
EPX,Travel Agency,Online,Others,6,Others,0.0,0.0,36,0
EPX,Travel Agency,Online,Others,33,Others,20.0,0.0,30,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,7,Others,35.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,44,Others,89.1,53.46,50,0
EPX,Travel Agency,Online,Others,51,Others,77.0,0.0,35,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,46,Others,20.0,0.0,36,0
C2B,Airlines,Online,Bronze Plan,20,SINGAPORE,38.35,9.59,37,0
EPX,Travel Agency,Online,Others,15,Others,10.0,0.0,36,0
C2B,Airlines,Online,Others,12,SINGAPORE,153.0,38.25,33,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,24,Others,28.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,Others,29.7,17.82,27,0
C2B,Airlines,Online,Silver Plan,7,SINGAPORE,34.8,8.7,43,0
EPX,Travel Agency,Online,Others,13,Others,32.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,15,Others,112.0,0.0,36,0
Others,Airlines,Online,Others,40,Others,35.0,12.25,34,0
EPX,Travel Agency,Online,Others,2,Others,16.0,0.0,36,0
EPX,Travel Agency,Online,Others,8,Others,19.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,Others,49.5,29.7,50,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,Others,9.9,5.94,50,0
EPX,Travel Agency,Online,Others,26,Others,0.0,0.0,36,0
EPX,Travel Agency,Online,Others,45,Others,11.0,0.0,45,0
EPX,Travel Agency,Online,Others,4,Others,14.0,0.0,36,0
C2B,Airlines,Online,Silver Plan,9,SINGAPORE,37.0,9.25,15,0
EPX,Travel Agency,Online,Others,4,Others,11.0,0.0,30,0
EPX,Travel Agency,Online,Others,14,Others,22.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,68,Others,73.0,0.0,40,0
C2B,Airlines,Online,Bronze Plan,22,SINGAPORE,57.85,14.46,32,0
EPX,Travel Agency,Online,Others,23,Others,33.0,0.0,36,0
EPX,Travel Agency,Online,Others,7,Others,13.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,70,Others,33.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,Others,9.9,5.94,30,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,Others,0.0,29.7,51,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,65,Others,69.3,41.58,26,0
EPX,Travel Agency,Online,Others,103,Others,80.0,0.0,47,0
EPX,Travel Agency,Online,Others,84,Others,27.0,0.0,36,0
EPX,Travel Agency,Online,Others,12,Others,31.0,0.0,36,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,157,Others,69.3,41.58,37,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,157,Others,29.7,17.82,29,0
C2B,Airlines,Online,Bronze Plan,128,SINGAPORE,65.65,16.41,26,0
EPX,Travel Agency,Online,Others,8,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,31,Others,19.0,0.0,29,0
Others,Airlines,Online,Others,7,SINGAPORE,1.35,0.38,48,0
EPX,Travel Agency,Online,Others,65,Others,23.0,0.0,36,0
Others,Travel Agency,Online,Others,9,Others,54.75,35.59,24,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,125,Others,49.5,29.7,31,0
Others,Airlines,Online,Others,24,Others,22.0,7.7,44,0
EPX,Travel Agency,Online,Others,109,Others,42.0,0.0,26,0
C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,30.55,7.64,21,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,35,Others,21.0,0.0,39,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,99,Others,39.6,23.76,24,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29,Others,69.3,41.58,44,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,22,Others,39.6,23.76,46,0
EPX,Travel Agency,Online,Others,56,Others,55.0,0.0,36,0
Others,Airlines,Online,Others,3,Others,18.0,6.3,61,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,14,Others,79.2,47.52,56,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,22,Others,49.5,29.7,36,0
EPX,Travel Agency,Online,Others,3,Others,20.0,0.0,36,0
C2B,Airlines,Online,Silver Plan,9,SINGAPORE,24.05,6.01,66,0
C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,16.0,4.0,31,0
EPX,Travel Agency,Online,Others,11,Others,16.0,0.0,36,0
Others,Airlines,Online,Others,10,Others,35.0,12.25,31,0
EPX,Travel Agency,Online,Others,52,Others,80.0,0.0,59,0
Others,Airlines,Online,Others,25,Others,35.0,12.25,48,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,22,Others,20.0,0.0,28,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,13,Others,35.0,0.0,36,0
Others,Airlines,Online,Others,17,Others,18.0,6.3,53,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,40,Others,99.0,0.0,24,0
EPX,Travel Agency,Online,Others,24,Others,71.0,0.0,43,0
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,Others,0.0,11.88,31,0
EPX,Travel Agency,Online,Others,4,SINGAPORE,12.0,0.0,36,0
EPX,Travel Agency,Online,Others,44,Others,26.0,0.0,50,0
EPX,Travel Agency,Online,Others,3,SINGAPORE,20.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,48,Others,21.0,0.0,36,0
EPX,Travel Agency,Online,Others,39,Others,15.0,0.0,36,0
EPX,Travel Agency,Online,Others,39,Others,25.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,10,Others,20.0,0.0,36,0
EPX,Travel Agency,Online,Others,17,Others,31.0,0.0,36,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,39,Others,20.0,0.0,68,0
EPX,Travel Agency,Online,2 way Comprehensive Plan,20,Others,32.0,0.0,36,0
EPX,Travel Agency,Online,Others,38,Others,39.0,0.0,36,0
