Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
CWT,0,0,Rental Vehicle Excess Insurance,5,MALAYSIA,29.7,17.82,25,0
EPX,0,0,Cancellation Plan,22,Others,11.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,9,Others,39.6,23.76,60,0
EPX,0,0,Cancellation Plan,11,Others,10.0,0.0,42,0
JZI,1,0,Others,18,Others,26.0,9.1,57,0
CWT,0,0,Rental Vehicle Excess Insurance,38,Others,59.4,35.64,26,0
EPX,0,0,Cancellation Plan,3,THAILAND,17.0,0.0,31,0
EPX,0,0,2 way Comprehensive Plan,14,CHINA,25.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,10,Others,59.4,35.64,29,0
C2B,1,0,Others,36,SINGAPORE,34.5,8.63,24,1
EPX,0,0,Cancellation Plan,8,CHINA,49.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,26,Others,52.0,0.0,36,0
EPX,0,0,Cancellation Plan,6,MALAYSIA,10.0,0.0,40,0
CWT,0,0,Rental Vehicle Excess Insurance,23,Others,39.6,23.76,63,0
CWT,0,0,Rental Vehicle Excess Insurance,10,MALAYSIA,29.7,17.82,34,0
Others,0,0,Others,28,Others,75.0,28.5,22,0
EPX,0,0,Cancellation Plan,10,Others,31.0,0.0,36,0
EPX,0,0,Cancellation Plan,21,Others,19.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,50,THAILAND,23.0,0.0,36,0
JZI,1,0,Others,17,Others,22.0,7.7,47,0
EPX,0,0,Cancellation Plan,42,Others,10.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,8,Others,20.0,0.0,57,0
EPX,0,0,Others,40,MALAYSIA,20.0,0.0,49,0
C2B,1,0,Others,5,SINGAPORE,16.0,4.0,27,0
EPX,0,0,Others,40,Others,20.0,0.0,29,0
EPX,0,0,2 way Comprehensive Plan,32,Others,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,4,CHINA,36.0,0.0,53,0
C2B,1,0,Others,7,SINGAPORE,13.5,3.38,49,0
CWT,0,0,Rental Vehicle Excess Insurance,31,Others,79.2,47.52,31,0
EPX,0,0,2 way Comprehensive Plan,18,THAILAND,20.0,0.0,29,0
C2B,1,0,Others,16,SINGAPORE,46.5,11.63,36,0
EPX,0,0,Others,4,MALAYSIA,20.0,0.0,36,0
Others,1,0,Others,7,Others,15.0,6.0,33,0
EPX,0,0,2 way Comprehensive Plan,23,Others,51.0,0.0,36,0
EPX,0,0,Cancellation Plan,42,Others,41.0,0.0,35,0
EPX,0,0,2 way Comprehensive Plan,18,CHINA,33.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,57,Others,30.0,0.0,36,0
EPX,0,0,Cancellation Plan,9,THAILAND,29.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,86,Others,30.0,0.0,36,0
EPX,0,0,Cancellation Plan,18,CHINA,0.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,39,THAILAND,20.0,0.0,36,0
EPX,0,0,Others,32,SINGAPORE,20.0,0.0,21,0
EPX,0,0,Cancellation Plan,10,CHINA,15.0,0.0,36,0
EPX,0,0,Cancellation Plan,6,CHINA,22.0,0.0,36,0
EPX,0,0,Others,4,CHINA,65.0,0.0,36,0
C2B,1,0,Others,54,SINGAPORE,116.5,29.13,37,0
EPX,0,0,Cancellation Plan,27,CHINA,38.0,0.0,36,0
EPX,0,0,Cancellation Plan,4,MALAYSIA,10.0,0.0,50,0
EPX,0,0,Cancellation Plan,9,Others,22.0,0.0,22,0
JZI,1,0,Others,28,Others,26.0,9.1,25,0
JZI,1,0,Others,18,THAILAND,30.0,10.5,29,0
EPX,0,0,Cancellation Plan,13,CHINA,47.0,0.0,36,0
EPX,0,0,Cancellation Plan,16,THAILAND,14.0,0.0,36,0
EPX,0,0,Cancellation Plan,22,Others,14.0,0.0,36,0
C2B,1,0,Others,12,SINGAPORE,15.0,3.75,26,0
CWT,0,0,Rental Vehicle Excess Insurance,4,MALAYSIA,19.8,11.88,34,0
EPX,0,0,Cancellation Plan,9,SINGAPORE,12.0,0.0,36,0
Others,1,0,Others,45,Others,42.0,16.8,52,0
EPX,0,0,Others,18,Others,25.0,0.0,36,0
EPX,0,0,Cancellation Plan,5,THAILAND,28.0,0.0,58,0
CWT,0,0,Rental Vehicle Excess Insurance,8,MALAYSIA,29.7,17.82,56,0
JZI,1,0,Others,17,CHINA,22.0,7.7,47,0
Others,0,0,Others,12,Others,0.0,14.75,28,0
EPX,0,0,Others,3,SINGAPORE,25.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,50,Others,99.0,59.4,51,0
EPX,0,0,Cancellation Plan,8,Others,13.0,0.0,28,0
JZI,1,0,Others,7,Others,26.0,9.1,41,0
JZI,1,0,Others,38,Others,58.0,20.3,48,0
EPX,0,0,2 way Comprehensive Plan,11,THAILAND,49.0,0.0,35,0
JZI,1,0,Others,74,Others,35.0,12.25,21,0
EPX,0,0,2 way Comprehensive Plan,87,THAILAND,20.0,0.0,49,0
EPX,0,0,Cancellation Plan,14,CHINA,11.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,34,Others,34.0,0.0,29,0
EPX,0,0,Others,2,MALAYSIA,20.0,0.0,42,0
EPX,0,0,Cancellation Plan,8,Others,11.0,0.0,36,0
C2B,1,0,Others,2,SINGAPORE,20.5,5.13,33,0
EPX,0,0,2 way Comprehensive Plan,27,Others,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,8,Others,15.0,0.0,36,0
JZI,1,0,Others,73,THAILAND,22.0,7.7,58,0
JZI,1,0,Others,5,Others,18.0,6.3,31,0
EPX,0,0,Cancellation Plan,19,THAILAND,24.0,0.0,43,0
EPX,0,0,Cancellation Plan,12,Others,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,29,Others,41.0,0.0,36,0
JZI,1,0,Others,8,THAILAND,22.0,7.7,46,0
CWT,0,0,Rental Vehicle Excess Insurance,18,Others,29.7,17.82,40,0
EPX,0,0,Cancellation Plan,84,SINGAPORE,19.0,0.0,26,0
EPX,0,0,Cancellation Plan,4,MALAYSIA,16.0,0.0,36,0
EPX,0,0,Cancellation Plan,45,CHINA,24.0,0.0,36,0
C2B,1,0,Others,5,SINGAPORE,13.5,3.38,30,0
EPX,0,0,Cancellation Plan,58,Others,28.0,0.0,27,0
Others,0,0,Others,27,Others,26.5,17.23,57,0
EPX,0,0,Cancellation Plan,5,Others,24.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,3,MALAYSIA,19.8,11.88,28,0
EPX,0,0,2 way Comprehensive Plan,14,SINGAPORE,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,46,Others,112.0,0.0,33,0
CWT,0,0,Rental Vehicle Excess Insurance,20,Others,79.2,47.52,54,0
EPX,0,0,2 way Comprehensive Plan,34,Others,88.0,0.0,28,0
CWT,0,0,Rental Vehicle Excess Insurance,53,Others,29.7,17.82,41,0
JZI,1,0,Others,30,CHINA,26.0,9.1,47,0
EPX,0,0,2 way Comprehensive Plan,72,Others,112.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,13,Others,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,16,THAILAND,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,87,Others,26.0,0.0,36,0
Others,0,1,Others,23,THAILAND,0.0,10.5,19,0
C2B,1,0,Others,15,SINGAPORE,95.25,23.81,33,0
C2B,1,0,Others,10,SINGAPORE,27.0,6.75,26,0
JZI,1,0,Others,69,Others,22.0,7.7,67,0
EPX,0,0,Cancellation Plan,57,CHINA,23.0,0.0,36,0
JZI,1,0,Others,5,CHINA,22.0,7.7,53,0
EPX,0,0,Cancellation Plan,74,Others,10.0,0.0,43,0
JZI,1,0,Others,12,Others,26.0,9.1,48,0
EPX,0,0,Cancellation Plan,35,Others,10.0,0.0,49,0
EPX,0,0,2 way Comprehensive Plan,70,Others,112.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,3,Others,44.0,0.0,30,0
Others,1,0,Others,3,Others,44.11,15.44,48,0
C2B,1,0,Others,19,SINGAPORE,47.0,11.75,27,0
EPX,0,0,Cancellation Plan,3,THAILAND,28.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,25,THAILAND,20.0,0.0,34,0
JZI,1,0,Others,31,THAILAND,22.0,7.7,52,0
EPX,0,0,Cancellation Plan,1,SINGAPORE,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,14,MALAYSIA,10.0,0.0,36,0
C2B,1,0,Others,9,SINGAPORE,27.0,6.75,30,0
EPX,0,0,Cancellation Plan,14,Others,27.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,4,Others,20.0,0.0,43,0
EPX,0,0,2 way Comprehensive Plan,48,MALAYSIA,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,35,MALAYSIA,38.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,3,Others,41.0,0.0,36,0
Others,0,0,Others,25,Others,130.0,49.4,48,0
CWT,0,0,Rental Vehicle Excess Insurance,5,Others,29.7,17.82,55,0
Others,1,0,Others,24,Others,15.0,6.0,21,0
EPX,0,0,2 way Comprehensive Plan,9,Others,29.0,0.0,36,0
EPX,0,0,Others,61,Others,56.0,0.0,36,1
EPX,0,0,2 way Comprehensive Plan,39,CHINA,44.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,60,Others,66.0,0.0,36,0
EPX,0,0,Cancellation Plan,46,SINGAPORE,53.0,0.0,36,0
EPX,0,0,Cancellation Plan,16,Others,35.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,8,Others,24.0,0.0,36,0
C2B,1,0,Others,24,SINGAPORE,127.5,31.88,40,0
EPX,0,0,2 way Comprehensive Plan,50,Others,49.0,0.0,55,0
CWT,0,0,Rental Vehicle Excess Insurance,60,Others,158.4,95.04,48,0
EPX,0,0,Cancellation Plan,24,Others,10.0,0.0,38,0
JZI,1,0,Others,11,CHINA,26.0,9.1,36,0
JZI,1,0,Others,6,Others,26.0,9.1,64,0
CWT,0,0,Rental Vehicle Excess Insurance,38,Others,59.4,35.64,55,0
CWT,0,0,Rental Vehicle Excess Insurance,11,Others,49.5,29.7,43,0
EPX,0,0,Cancellation Plan,57,Others,19.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,8,Others,62.0,0.0,49,0
Others,0,0,Others,8,Others,26.5,17.23,29,0
JZI,1,0,Others,11,THAILAND,18.0,6.3,48,0
JZI,1,0,Others,30,Others,26.0,9.1,47,0
JZI,1,0,Others,20,MALAYSIA,22.0,7.7,33,0
EPX,0,0,2 way Comprehensive Plan,81,Others,112.0,0.0,29,0
EPX,0,0,Cancellation Plan,16,CHINA,21.0,0.0,36,0
Others,1,0,Others,4,Others,0.0,1.08,48,0
EPX,0,0,2 way Comprehensive Plan,25,THAILAND,34.0,0.0,36,0
EPX,0,0,Cancellation Plan,31,Others,10.0,0.0,22,0
Others,1,0,Others,88,SINGAPORE,11.7,3.28,48,0
CWT,0,0,Rental Vehicle Excess Insurance,10,Others,0.0,17.82,60,0
C2B,1,0,Others,17,SINGAPORE,38.35,9.59,26,0
EPX,0,0,2 way Comprehensive Plan,25,Others,30.0,0.0,26,0
Others,0,0,Others,7,MALAYSIA,25.0,16.25,69,0
EPX,0,0,2 way Comprehensive Plan,14,Others,21.0,0.0,36,0
EPX,0,0,Cancellation Plan,15,THAILAND,25.0,0.0,31,0
CWT,0,0,Rental Vehicle Excess Insurance,28,THAILAND,49.5,29.7,28,0
CWT,0,0,Rental Vehicle Excess Insurance,22,Others,39.6,23.76,31,0
JZI,1,0,Others,26,Others,22.0,7.7,24,0
C2B,1,0,Others,13,SINGAPORE,44.25,11.06,40,0
EPX,0,0,2 way Comprehensive Plan,72,Others,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,11,Others,20.0,0.0,36,0
JZI,1,0,Others,11,Others,45.0,15.75,47,0
EPX,0,0,Cancellation Plan,49,Others,80.0,0.0,36,0
Others,0,1,Others,22,THAILAND,29.0,9.57,54,0
EPX,0,0,Cancellation Plan,9,Others,10.0,0.0,42,0
EPX,0,0,2 way Comprehensive Plan,9,THAILAND,20.0,0.0,27,0
EPX,0,0,2 way Comprehensive Plan,79,Others,42.0,0.0,36,0
EPX,0,0,Cancellation Plan,15,CHINA,66.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,23,Others,52.0,0.0,36,0
C2B,1,0,Others,8,SINGAPORE,21.0,5.25,24,0
EPX,0,0,2 way Comprehensive Plan,85,Others,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,7,MALAYSIA,21.0,0.0,36,0
EPX,0,0,Cancellation Plan,13,Others,64.0,0.0,22,0
Others,0,1,Others,92,MALAYSIA,29.0,9.57,72,0
Others,1,0,Others,4,SINGAPORE,12.09,3.39,48,0
Others,1,0,Others,10,Others,15.0,6.0,37,0
EPX,0,0,Cancellation Plan,75,SINGAPORE,15.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,12,Others,87.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,6,Others,22.0,0.0,36,0
EPX,0,0,Cancellation Plan,8,CHINA,11.0,0.0,33,0
JZI,1,0,Others,22,CHINA,26.0,9.1,58,0
EPX,0,0,Others,31,SINGAPORE,20.0,0.0,29,0
EPX,0,0,Cancellation Plan,7,MALAYSIA,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,24,Others,13.0,0.0,36,0
Others,0,0,Others,25,Others,95.0,36.1,22,0
EPX,0,0,2 way Comprehensive Plan,54,Others,43.0,0.0,35,0
EPX,0,0,Cancellation Plan,2,SINGAPORE,13.0,0.0,36,0
JZI,1,0,Others,10,CHINA,45.0,15.75,50,0
C2B,1,0,Others,36,SINGAPORE,17.55,4.39,38,0
EPX,0,0,Others,7,Others,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,29,MALAYSIA,20.0,0.0,60,0
EPX,0,0,2 way Comprehensive Plan,21,CHINA,37.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,17,Others,40.0,0.0,35,0
CWT,0,0,Rental Vehicle Excess Insurance,12,Others,79.2,47.52,27,0
EPX,0,0,2 way Comprehensive Plan,84,Others,112.0,0.0,36,0
C2B,1,0,Others,40,SINGAPORE,39.0,9.75,61,0
EPX,0,0,Cancellation Plan,7,MALAYSIA,10.0,0.0,36,0
JZI,1,0,Others,12,Others,36.0,12.6,53,0
EPX,0,0,Cancellation Plan,12,Others,80.0,0.0,36,0
EPX,0,0,Cancellation Plan,10,Others,18.0,0.0,49,0
C2B,1,0,Others,40,SINGAPORE,84.5,21.13,57,0
EPX,0,0,Cancellation Plan,4,MALAYSIA,10.0,0.0,54,0
EPX,0,0,Cancellation Plan,32,Others,34.0,0.0,36,0
EPX,0,0,Cancellation Plan,14,MALAYSIA,10.0,0.0,38,0
JZI,1,0,Others,11,CHINA,35.0,12.25,61,0
EPX,0,0,Others,18,SINGAPORE,21.0,0.0,66,0
JZI,1,0,Others,44,Others,35.0,12.25,24,0
EPX,0,0,Cancellation Plan,12,Others,13.0,0.0,36,0
EPX,0,0,Cancellation Plan,13,Others,10.0,0.0,31,0
EPX,0,0,Others,45,Others,20.0,0.0,36,0
JZI,1,0,Others,9,MALAYSIA,18.0,6.3,39,0
EPX,0,0,Cancellation Plan,15,SINGAPORE,10.0,0.0,36,0
EPX,0,0,Others,48,Others,20.0,0.0,21,0
Others,1,0,Others,4,Others,15.0,6.0,25,0
EPX,0,0,Cancellation Plan,36,Others,42.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,21,THAILAND,36.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,11,MALAYSIA,20.0,0.0,54,0
JZI,1,0,Others,1,MALAYSIA,18.0,6.3,50,0
CWT,0,0,Rental Vehicle Excess Insurance,63,MALAYSIA,0.0,17.82,25,0
CWT,0,0,Rental Vehicle Excess Insurance,24,Others,89.1,53.46,55,0
C2B,1,0,Others,5,SINGAPORE,27.0,6.75,31,0
JZI,1,0,Others,5,CHINA,22.0,7.7,45,0
EPX,0,0,Cancellation Plan,21,Others,22.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,76,Others,99.0,59.4,38,0
EPX,0,0,Cancellation Plan,2,Others,18.0,0.0,45,0
EPX,0,0,2 way Comprehensive Plan,18,CHINA,42.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,29,Others,91.0,0.0,36,0
JZI,1,0,Others,52,Others,26.0,9.1,38,0
EPX,0,0,2 way Comprehensive Plan,48,CHINA,31.0,0.0,36,0
C2B,1,0,Others,10,SINGAPORE,17.0,4.25,29,0
EPX,0,0,Cancellation Plan,75,Others,10.0,0.0,46,0
EPX,0,0,2 way Comprehensive Plan,21,CHINA,26.0,0.0,40,0
JZI,1,0,Others,74,MALAYSIA,30.0,10.5,56,0
EPX,0,0,2 way Comprehensive Plan,51,SINGAPORE,112.0,0.0,36,0
EPX,0,0,Others,6,Others,20.0,0.0,36,0
C2B,1,0,Others,21,SINGAPORE,24.5,6.13,25,0
EPX,0,0,Cancellation Plan,39,SINGAPORE,57.0,0.0,22,0
C2B,1,0,Others,10,SINGAPORE,33.5,8.38,28,0
CWT,0,0,Rental Vehicle Excess Insurance,56,Others,99.0,59.4,31,0
CWT,0,0,Rental Vehicle Excess Insurance,1,THAILAND,9.9,5.94,47,0
EPX,0,0,Cancellation Plan,11,SINGAPORE,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,6,Others,10.0,0.0,26,0
EPX,0,0,Cancellation Plan,88,Others,69.0,0.0,20,0
JZI,1,0,Others,5,Others,22.0,7.7,50,0
EPX,0,0,2 way Comprehensive Plan,51,Others,49.0,0.0,36,0
C2B,1,0,Others,11,SINGAPORE,46.15,11.54,39,0
JZI,1,0,Others,25,Others,26.0,9.1,36,0
EPX,0,0,Cancellation Plan,1,SINGAPORE,10.0,0.0,36,0
C2B,1,0,Others,15,SINGAPORE,16.0,4.0,29,0
EPX,0,0,2 way Comprehensive Plan,31,Others,28.0,0.0,36,0
C2B,1,0,Others,4,SINGAPORE,27.75,6.94,34,0
EPX,0,0,2 way Comprehensive Plan,33,MALAYSIA,20.0,0.0,40,0
C2B,1,0,Others,4,SINGAPORE,22.5,5.63,41,0
JZI,1,0,Others,13,Others,22.0,7.7,37,0
EPX,0,0,2 way Comprehensive Plan,23,CHINA,30.0,0.0,36,0
EPX,0,0,Cancellation Plan,24,Others,10.0,0.0,36,0
C2B,1,0,Others,18,SINGAPORE,39.0,9.75,28,0
CWT,0,0,Rental Vehicle Excess Insurance,7,Others,0.0,11.88,31,0
C2B,1,0,Others,56,SINGAPORE,81.5,20.38,50,1
EPX,0,0,Others,36,Others,20.0,0.0,35,0
EPX,0,0,2 way Comprehensive Plan,72,Others,20.0,0.0,35,0
EPX,0,0,Cancellation Plan,7,MALAYSIA,39.0,0.0,36,0
EPX,0,0,Cancellation Plan,12,MALAYSIA,10.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,22,MALAYSIA,29.7,17.82,42,0
EPX,0,0,Others,21,Others,20.0,0.0,65,0
EPX,0,0,Cancellation Plan,59,Others,22.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,40,CHINA,33.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,15,Others,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,87,Others,29.0,0.0,35,0
EPX,0,0,2 way Comprehensive Plan,8,CHINA,38.0,0.0,36,0
EPX,0,0,Others,34,Others,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,51,SINGAPORE,10.0,0.0,75,0
EPX,0,0,Cancellation Plan,12,SINGAPORE,46.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,3,THAILAND,39.0,0.0,46,0
EPX,0,0,2 way Comprehensive Plan,12,Others,112.0,0.0,43,0
CWT,0,0,Rental Vehicle Excess Insurance,82,Others,19.8,11.88,28,0
EPX,0,0,Others,32,Others,20.0,0.0,30,0
EPX,0,0,Others,31,Others,59.0,0.0,36,0
EPX,0,0,Cancellation Plan,31,Others,52.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,38,Others,112.0,0.0,32,0
EPX,0,0,Cancellation Plan,5,SINGAPORE,11.0,0.0,36,0
EPX,0,0,Cancellation Plan,7,Others,13.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,5,MALAYSIA,20.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,12,Others,29.7,17.82,62,0
EPX,0,0,2 way Comprehensive Plan,10,MALAYSIA,24.0,0.0,32,0
EPX,0,0,2 way Comprehensive Plan,14,THAILAND,22.0,0.0,36,0
EPX,0,0,Cancellation Plan,21,Others,10.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,4,Others,39.6,23.76,39,0
JZI,1,0,Others,2,THAILAND,18.0,6.3,28,0
Others,1,0,Others,5,SINGAPORE,2.12,0.59,48,0
EPX,0,0,2 way Comprehensive Plan,100,Others,35.0,0.0,36,0
Others,1,0,Others,16,SINGAPORE,1.93,0.54,48,0
CWT,0,0,Rental Vehicle Excess Insurance,42,MALAYSIA,29.7,17.82,42,0
EPX,0,0,2 way Comprehensive Plan,15,MALAYSIA,21.0,0.0,36,0
EPX,0,0,Cancellation Plan,7,MALAYSIA,28.0,0.0,27,0
EPX,0,0,2 way Comprehensive Plan,9,Others,89.0,0.0,36,0
EPX,0,0,Cancellation Plan,58,SINGAPORE,39.0,0.0,27,0
EPX,0,0,Cancellation Plan,27,Others,10.0,0.0,36,0
C2B,1,0,Others,13,SINGAPORE,23.0,5.75,23,0
EPX,0,0,Cancellation Plan,9,Others,18.0,0.0,36,0
EPX,0,0,Cancellation Plan,46,Others,20.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,83,Others,29.7,17.82,43,0
EPX,0,0,Cancellation Plan,2,Others,14.0,0.0,36,0
EPX,0,0,Cancellation Plan,18,MALAYSIA,13.0,0.0,36,0
C2B,1,0,Others,5,SINGAPORE,11.5,2.88,26,0
EPX,0,0,Cancellation Plan,4,Others,11.0,0.0,46,0
JZI,1,0,Others,30,Others,83.0,29.05,46,0
EPX,0,0,Cancellation Plan,6,MALAYSIA,10.0,0.0,54,0
Others,1,0,Others,4,Others,15.0,6.0,31,0
EPX,0,0,2 way Comprehensive Plan,4,Others,20.0,0.0,39,0
C2B,1,0,Others,9,SINGAPORE,23.4,5.85,49,0
EPX,0,0,Cancellation Plan,8,Others,32.0,0.0,31,0
EPX,0,0,Cancellation Plan,20,SINGAPORE,10.0,0.0,27,0
EPX,0,0,Others,6,SINGAPORE,20.0,0.0,36,0
JZI,1,0,Others,6,Others,22.0,7.7,44,0
Others,0,1,Others,64,THAILAND,30.0,10.5,41,0
JZI,1,0,Others,33,MALAYSIA,52.0,18.2,23,0
EPX,0,0,Cancellation Plan,47,Others,0.0,0.0,44,0
EPX,0,0,Others,83,Others,20.0,0.0,36,0
C2B,1,0,Others,14,SINGAPORE,23.5,5.88,27,0
C2B,1,0,Others,29,SINGAPORE,72.0,18.0,53,0
EPX,0,0,2 way Comprehensive Plan,3,Others,20.0,0.0,45,0
CWT,0,0,Rental Vehicle Excess Insurance,21,Others,49.5,29.7,62,0
JZI,1,0,Others,11,CHINA,26.0,9.1,46,0
EPX,0,0,Others,8,SINGAPORE,20.0,0.0,37,0
EPX,0,0,2 way Comprehensive Plan,12,Others,25.0,0.0,43,0
JZI,1,0,Others,13,MALAYSIA,22.0,7.7,37,0
JZI,1,0,Others,30,Others,121.0,42.35,40,0
EPX,0,0,2 way Comprehensive Plan,5,Others,26.0,0.0,36,0
Others,1,0,Others,1,Others,15.0,6.0,45,0
EPX,0,0,Others,2,CHINA,20.0,0.0,29,0
EPX,0,0,Cancellation Plan,40,Others,13.0,0.0,36,0
C2B,1,0,Others,9,SINGAPORE,41.5,10.38,27,0
JZI,1,0,Others,72,Others,42.0,14.7,35,0
EPX,0,0,2 way Comprehensive Plan,58,MALAYSIA,24.0,0.0,36,0
EPX,0,0,Others,4,MALAYSIA,20.0,0.0,35,0
EPX,0,0,Cancellation Plan,2,Others,26.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,56,THAILAND,29.7,17.82,41,0
EPX,0,0,Cancellation Plan,14,SINGAPORE,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,8,MALAYSIA,10.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,9,MALAYSIA,0.0,23.76,53,0
CWT,0,0,Rental Vehicle Excess Insurance,37,Others,59.4,35.64,27,0
EPX,0,0,2 way Comprehensive Plan,59,CHINA,23.0,0.0,25,0
EPX,0,0,Cancellation Plan,76,MALAYSIA,38.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,19,Others,49.5,29.7,50,0
EPX,0,0,2 way Comprehensive Plan,25,Others,102.0,0.0,58,0
EPX,0,0,Cancellation Plan,17,Others,13.0,0.0,34,0
Others,0,0,Others,20,MALAYSIA,0.0,16.25,40,0
EPX,0,0,2 way Comprehensive Plan,11,Others,30.0,0.0,52,0
EPX,0,0,Cancellation Plan,38,Others,10.0,0.0,42,0
EPX,0,0,2 way Comprehensive Plan,10,CHINA,31.0,0.0,36,0
C2B,1,0,Others,7,SINGAPORE,57.0,14.25,31,0
C2B,1,0,Others,36,SINGAPORE,88.5,22.13,33,0
EPX,0,0,Cancellation Plan,34,CHINA,27.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,37,THAILAND,40.0,0.0,36,0
EPX,0,0,Cancellation Plan,9,THAILAND,17.0,0.0,57,0
C2B,1,0,Others,39,SINGAPORE,33.5,8.38,30,0
EPX,0,0,2 way Comprehensive Plan,70,Others,34.0,0.0,35,0
EPX,0,0,2 way Comprehensive Plan,7,Others,20.0,0.0,46,0
JZI,1,0,Others,18,CHINA,0.0,9.1,52,0
JZI,1,0,Others,40,Others,30.0,10.5,58,0
Others,0,1,Others,40,THAILAND,30.0,10.5,50,0
Others,0,1,Others,60,MALAYSIA,29.0,9.57,68,0
EPX,0,0,Cancellation Plan,12,Others,13.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,9,Others,49.5,29.7,26,0
EPX,0,0,Cancellation Plan,91,Others,41.0,0.0,36,0
EPX,0,0,Cancellation Plan,41,Others,18.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,12,Others,49.5,29.7,60,0
EPX,0,0,2 way Comprehensive Plan,52,Others,112.0,0.0,36,0
EPX,0,0,Cancellation Plan,9,Others,26.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,21,Others,178.2,106.92,50,0
EPX,0,0,Cancellation Plan,4,CHINA,28.0,0.0,36,0
JZI,1,0,Others,16,Others,30.0,10.5,45,0
C2B,1,0,Others,17,SINGAPORE,27.5,6.88,69,0
EPX,0,0,Cancellation Plan,7,Others,15.0,0.0,27,0
EPX,0,0,2 way Comprehensive Plan,50,Others,20.0,0.0,65,0
C2B,1,0,Others,30,SINGAPORE,38.35,9.59,33,0
EPX,0,0,Cancellation Plan,31,Others,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,10,Others,56.0,0.0,36,0
EPX,0,0,Cancellation Plan,15,THAILAND,27.0,0.0,40,0
EPX,0,0,Cancellation Plan,38,THAILAND,10.0,0.0,36,0
C2B,1,0,Others,10,SINGAPORE,40.0,10.0,57,0
EPX,0,0,Cancellation Plan,12,MALAYSIA,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,61,Others,21.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,21,CHINA,55.0,0.0,36,0
